"Date","Num_Employees","Num_Customers","Pct_On_Sale","TouristEvent","Sales"
2014-04-22,6,50,8.99,"No",20309
2014-04-23,6,47,9.61,"No",16494
2014-04-24,13,61,11.03,"No",17543
2014-04-25,10,67,7.73,"No",21296
2014-04-26,12,103,8.82,"No",24274
2014-04-27,9,67,9.15,"No",22161
2014-04-28,5,42,7.58,"No",21014
2014-04-29,6,32,8.91,"No",19328
2014-04-30,7,44,7.49,"No",16867
2014-05-01,9,44,9.49,"No",18679
2014-05-02,10,61,9.05,"No",16392
2014-05-03,11,90,9.53,"No",21956
2014-05-04,8,64,11.51,"No",19240
2014-05-05,5,35,9.98,"No",18961
2014-05-06,5,33,11.48,"No",15670
2014-05-07,4,36,10.89,"No",14396
2014-05-08,9,45,7.54,"No",17971
2014-05-09,10,60,14.91,"No",18711
2014-05-10,8,92,13.97,"No",20047
2014-05-11,9,76,12.41,"No",17864
2014-05-12,8,39,11.71,"No",17036
2014-05-13,5,40,8.83,"No",17657
2014-05-14,6,41,13.23,"No",17438
2014-05-15,10,53,10.93,"No",19963
2014-05-16,10,63,11.3,"No",19116
2014-05-17,9,89,11.12,"No",18681
2014-05-18,11,70,10.5,"No",19472
2014-05-19,5,47,10.77,"No",17653
2014-05-20,5,46,8.25,"No",16835
2014-05-21,7,52,9.63,"No",18700
2014-05-22,8,53,9.67,"No",17200
2014-05-23,8,69,8.68,"No",19657
2014-05-24,29,373,10.17,"Yes",34244
2014-05-25,27,304,10.53,"Yes",36847
2014-05-26,20,287,12.81,"Yes",40717
2014-05-27,9,37,12.53,"No",12899
2014-05-28,5,49,11.72,"No",17066
2014-05-29,9,41,12.21,"No",18508
2014-05-30,8,52,14.37,"No",22131
2014-05-31,9,83,9.05,"No",18069
2014-06-01,7,62,12.18,"No",19682
2014-06-02,8,40,8.58,"No",14396
2014-06-03,4,48,10.12,"No",15672
2014-06-04,8,46,12.26,"No",16300
2014-06-05,8,45,11.05,"No",13810
2014-06-06,11,50,12.86,"No",18916
2014-06-07,10,77,12.97,"No",22092
2014-06-08,11,64,10.39,"No",14497
2014-06-09,6,40,13.63,"No",18312
2014-06-10,4,42,13.38,"No",14557
2014-06-11,6,46,11.85,"No",16077
2014-06-12,11,42,12.01,"No",15073
2014-06-13,8,58,13.97,"No",19718
2014-06-14,9,82,12.49,"No",19559
