"Date","Num_Employees","Num_Customers","Pct_On_Sale","TouristEvent","Sales"
2014-04-22,8,77,8.61,"No",23092
2014-04-23,10,73,9.2,"No",32375
2014-04-24,17,96,10.56,"No",28846
2014-04-25,19,104,7.4,"No",31664
2014-04-26,20,160,8.44,"No",39987
2014-04-27,13,104,8.76,"No",33046
2014-04-28,8,64,7.26,"No",28579
2014-04-29,8,50,8.53,"No",20979
2014-04-30,12,68,7.17,"No",27203
2014-05-01,13,68,9.09,"No",32355
2014-05-02,15,95,8.66,"No",27610
2014-05-03,12,139,9.12,"No",35397
2014-05-04,13,99,11.02,"No",28691
2014-05-05,7,53,9.55,"No",24988
2014-05-06,7,52,10.99,"No",24333
2014-05-07,8,56,10.43,"No",31478
2014-05-08,12,70,7.22,"No",26659
2014-05-09,17,93,14.27,"No",30153
2014-05-10,16,142,13.37,"No",31718
2014-05-11,12,117,11.88,"No",29969
2014-05-12,13,59,11.21,"No",29371
2014-05-13,7,62,8.45,"No",26777
2014-05-14,10,64,12.66,"No",22342
2014-05-15,14,82,10.46,"No",22544
2014-05-16,14,96,10.81,"No",29088
2014-05-17,12,138,10.65,"No",34437
2014-05-18,15,109,10.06,"No",32105
2014-05-19,7,72,10.31,"No",26032
2014-05-20,7,71,7.9,"No",28459
2014-05-21,9,80,9.22,"No",32291
2014-05-22,16,82,9.26,"No",28053
2014-05-23,13,106,8.31,"No",30731
2014-05-24,50,574,9.74,"Yes",58328
2014-05-25,45,467,10.08,"Yes",49652
2014-05-26,29,441,12.26,"Yes",60625
2014-05-27,14,57,12,"No",25394
2014-05-28,8,75,11.22,"No",29732
2014-05-29,12,63,11.69,"No",24520
2014-05-30,16,80,13.76,"No",25364
2014-05-31,16,128,8.66,"No",27963
2014-06-01,12,95,11.66,"No",28911
2014-06-02,15,61,8.22,"No",30687
2014-06-03,9,73,9.69,"No",25898
2014-06-04,11,71,11.74,"No",19439
2014-06-05,14,69,10.58,"No",26316
2014-06-06,17,77,12.31,"No",29047
2014-06-07,16,118,12.42,"No",23995
2014-06-08,14,97,9.95,"No",26657
2014-06-09,7,61,13.05,"No",25653
2014-06-10,9,65,12.81,"No",25444
2014-06-11,10,71,11.34,"No",21892
2014-06-12,14,65,11.5,"No",29002
2014-06-13,15,89,13.38,"No",29613
2014-06-14,14,125,11.96,"No",26359
