"Date","Num_Employees","Num_Customers","Pct_On_Sale","TouristEvent","Sales"
2014-04-22,10,95,8.31,"No",32370
2014-04-23,15,89,8.88,"No",33575
2014-04-24,20,117,10.19,"No",30431
2014-04-25,22,127,7.14,"No",41945
2014-04-26,25,196,8.15,"No",44658
2014-04-27,18,127,8.46,"No",41867
2014-04-28,10,79,7,"No",33916
2014-04-29,9,61,8.23,"No",34440
2014-04-30,11,83,6.92,"No",34789
2014-05-01,15,83,8.77,"No",35608
2014-05-02,15,116,8.36,"No",37658
2014-05-03,18,169,8.81,"No",32217
2014-05-04,13,121,10.64,"No",31154
2014-05-05,12,66,9.22,"No",31095
2014-05-06,11,63,10.61,"No",35453
2014-05-07,11,68,10.06,"No",28961
2014-05-08,20,85,6.96,"No",36191
2014-05-09,21,113,13.77,"No",39915
2014-05-10,21,173,12.91,"No",33740
2014-05-11,14,142,11.47,"No",36898
2014-05-12,14,72,10.82,"No",31505
2014-05-13,10,75,8.16,"No",31564
2014-05-14,13,77,12.22,"No",35303
2014-05-15,21,100,10.1,"No",28183
2014-05-16,17,117,10.44,"No",38993
2014-05-17,20,166,10.28,"No",33476
2014-05-18,16,131,9.71,"No",37105
2014-05-19,9,87,9.95,"No",35208
2014-05-20,11,86,7.62,"No",34508
2014-05-21,11,97,8.9,"No",34898
2014-05-22,15,99,8.94,"No",39580
2014-05-23,18,128,8.02,"No",34627
2014-05-24,42,691,9.4,"Yes",65615
2014-05-25,49,563,9.73,"Yes",80678
2014-05-26,45,530,11.83,"Yes",71236
2014-05-27,16,69,11.58,"No",23770
2014-05-28,8,91,10.83,"No",32741
2014-05-29,13,76,11.28,"No",28366
2014-05-30,20,95,13.28,"No",36205
2014-05-31,19,154,8.36,"No",33030
2014-06-01,16,115,11.26,"No",35912
2014-06-02,15,73,7.93,"No",31303
2014-06-03,11,88,9.35,"No",31352
2014-06-04,16,85,11.33,"No",31166
2014-06-05,20,83,10.21,"No",29406
2014-06-06,28,92,11.88,"No",31805
2014-06-07,18,141,11.99,"No",34901
2014-06-08,16,116,9.6,"No",28767
2014-06-09,11,72,12.6,"No",22414
2014-06-10,10,77,12.36,"No",26838
2014-06-11,11,84,10.95,"No",38848
2014-06-12,15,77,11.1,"No",35089
2014-06-13,19,106,12.91,"No",39513
2014-06-14,18,149,11.54,"No",36099
